Image,R,G,B,H,S,V,pH
soil_0873.jpg,229,157,117,21.63,125.09,228.85,7.22
soil_0874.jpg,205,146,93,28.31,139.55,205.09,6.04
soil_0875.jpg,182,105,79,15.13,144.99,182.4,4.13
soil_0876.jpg,186,127,88,24.02,134.6,186.14,4.78
soil_0877.jpg,234,148,117,15.53,127.35,234.17,7.58
soil_0878.jpg,241,161,97,26.78,152.29,241.17,7.29
soil_0879.jpg,169,112,79,22.31,136.03,169.1,4.14
soil_0880.jpg,206,129,106,13.62,122.96,205.6,5.11
soil_0881.jpg,208,114,86,13.62,149.08,208.15,5.16
soil_0882.jpg,228,146,109,18.89,133.24,227.9,7.36
soil_0883.jpg,157,116,80,27.66,125.12,157.33,4.1
soil_0884.jpg,179,107,84,14.61,134.64,178.98,4.52
soil_0885.jpg,252,167,132,17.75,121.88,251.97,8.0
soil_0886.jpg,191,109,76,17.07,153.07,190.57,4.89
soil_0887.jpg,218,161,119,25.24,115.11,217.54,7.26
soil_0888.jpg,190,114,94,12.23,128.56,190.4,5.19
soil_0889.jpg,193,121,81,21.38,148.58,193.16,4.5
soil_0890.jpg,201,131,93,21.19,137.57,201.38,5.22
soil_0891.jpg,231,151,126,14.72,115.92,230.57,7.61
soil_0892.jpg,240,172,132,22.23,114.35,239.67,8.28
soil_0893.jpg,237,167,115,25.79,131.93,237.41,8.15
soil_0894.jpg,199,131,105,16.47,119.62,198.62,5.99
soil_0895.jpg,245,145,114,14.25,136.42,244.92,7.34
soil_0896.jpg,190,105,88,9.95,136.22,189.59,5.02
soil_0897.jpg,212,132,93,19.5,142.52,211.96,5.47
soil_0898.jpg,255,155,126,13.56,128.68,255.0,8.48
soil_0899.jpg,188,111,86,14.43,137.93,188.07,4.07
soil_0900.jpg,179,112,80,19.48,140.86,179.35,4.43
soil_0901.jpg,197,129,79,25.47,152.82,197.16,5.04
soil_0902.jpg,179,108,74,19.36,148.95,178.77,4.13
soil_0903.jpg,182,118,88,19.38,131.9,182.07,4.91
soil_0904.jpg,226,155,119,20.13,119.97,225.5,6.92
soil_0905.jpg,198,141,105,22.89,119.6,197.91,6.11
soil_0906.jpg,255,172,120,23.0,134.51,255.0,8.46
soil_0907.jpg,236,168,143,16.5,100.41,235.75,8.09
soil_0908.jpg,206,118,98,11.41,133.67,205.52,5.71
soil_0909.jpg,200,133,101,19.55,126.02,199.98,5.3
soil_0910.jpg,204,140,97,24.36,134.12,203.86,5.9
soil_0911.jpg,229,140,114,13.37,127.62,228.59,6.95
soil_0912.jpg,193,125,98,16.92,125.37,193.02,5.34
soil_0913.jpg,234,151,122,15.55,122.5,234.07,7.12
soil_0914.jpg,195,135,108,18.86,113.95,195.32,6.05
soil_0915.jpg,221,149,115,19.5,122.66,221.04,6.76
soil_0916.jpg,230,151,99,24.05,145.82,230.18,6.18
soil_0917.jpg,190,139,88,29.72,136.31,189.78,5.47
soil_0918.jpg,244,161,133,15.21,115.65,243.69,8.74
soil_0919.jpg,241,166,127,20.42,120.4,241.35,7.82
soil_0920.jpg,190,130,82,26.9,144.38,189.65,4.7
soil_0921.jpg,248,171,134,19.4,116.65,247.78,8.34
soil_0922.jpg,220,152,116,20.81,120.74,219.71,6.44
soil_0923.jpg,253,187,120,30.5,133.8,252.63,8.47
soil_0924.jpg,250,172,115,25.33,137.43,250.1,8.0
soil_0925.jpg,214,140,99,21.24,136.65,214.11,6.13
soil_0926.jpg,176,120,80,24.96,139.68,176.29,4.11
soil_0927.jpg,204,128,87,21.07,146.25,204.5,5.34
soil_0928.jpg,238,146,118,13.91,128.59,238.0,6.71
soil_0929.jpg,225,149,116,18.05,123.59,224.81,7.17
soil_0930.jpg,187,140,91,30.8,130.87,187.25,5.29
soil_0931.jpg,199,111,73,18.29,161.98,198.92,4.7
soil_0932.jpg,240,179,113,31.02,134.7,240.43,8.17
soil_0933.jpg,232,180,135,27.98,106.51,231.53,8.92
soil_0934.jpg,226,132,89,18.71,154.48,226.24,6.63
soil_0935.jpg,185,124,94,19.74,125.43,184.98,4.86
soil_0936.jpg,197,108,90,10.16,138.12,197.17,5.36
soil_0937.jpg,182,116,103,9.8,110.49,181.71,4.09
soil_0938.jpg,250,179,147,18.48,104.89,249.74,8.57
soil_0939.jpg,193,112,81,16.25,147.67,193.24,4.59
soil_0940.jpg,217,149,108,22.41,127.94,217.29,6.88
soil_0941.jpg,203,145,100,26.26,129.96,203.37,5.37
soil_0942.jpg,217,142,121,12.75,112.47,217.34,6.77
soil_0943.jpg,235,143,100,19.22,146.03,234.92,7.26
soil_0944.jpg,247,178,109,29.96,142.24,247.48,8.15
soil_0945.jpg,184,141,83,34.36,139.91,183.61,5.03
soil_0946.jpg,189,110,81,15.91,145.18,188.63,4.05
soil_0947.jpg,182,127,88,25.1,132.11,182.18,4.68
soil_0948.jpg,255,182,136,23.04,118.6,254.83,8.5
soil_0949.jpg,248,161,117,20.34,135.25,248.41,8.37
soil_0950.jpg,242,145,92,21.27,158.1,241.73,6.99
soil_0951.jpg,221,161,117,24.95,119.74,221.27,7.0
soil_0952.jpg,225,169,108,31.39,133.04,225.12,7.33
soil_0953.jpg,190,126,70,27.88,161.31,190.45,4.88
soil_0954.jpg,245,163,130,17.24,119.88,244.8,8.57
soil_0955.jpg,217,155,106,26.33,130.22,217.39,6.09
soil_0956.jpg,191,130,97,21.2,125.08,190.6,5.92
soil_0957.jpg,207,141,102,22.3,128.96,206.61,6.59
soil_0958.jpg,170,115,77,24.52,138.87,169.89,4.23
soil_0959.jpg,199,134,83,26.52,149.38,199.37,4.83
soil_0960.jpg,251,167,108,24.58,145.76,251.3,7.69
soil_0961.jpg,182,118,75,24.19,150.1,182.31,4.41
soil_0962.jpg,222,154,115,21.85,123.09,222.12,7.02
soil_0963.jpg,197,126,93,19.19,134.84,196.77,5.23
soil_0964.jpg,219,140,100,20.45,138.75,218.84,5.95
soil_0965.jpg,190,106,85,11.99,141.49,190.05,5.44
soil_0966.jpg,207,130,95,18.94,137.93,206.97,5.78
soil_0967.jpg,243,160,100,25.16,149.89,242.55,7.6
soil_0968.jpg,205,119,95,13.13,137.43,205.11,5.49
soil_0969.jpg,223,151,120,17.92,117.66,222.76,6.83
soil_0970.jpg,224,139,92,21.63,150.7,223.9,6.38
soil_0971.jpg,201,170,109,39.24,116.39,201.43,7.32
soil_0972.jpg,255,186,132,26.38,122.55,255.0,8.68
soil_0973.jpg,227,154,128,15.81,111.2,227.19,7.66
soil_0974.jpg,175,122,85,24.76,131.75,175.28,5.07
soil_0975.jpg,185,110,72,20.41,155.12,184.59,4.16
soil_0976.jpg,211,123,75,20.91,164.0,211.04,5.31
soil_0977.jpg,222,151,111,21.62,127.28,221.82,6.98
soil_0978.jpg,191,106,95,6.53,127.44,190.56,4.26
soil_0979.jpg,232,132,107,12.29,137.46,231.56,6.48
soil_0980.jpg,236,155,110,21.26,136.22,236.34,6.98
soil_0981.jpg,219,137,98,19.47,141.29,219.28,5.67
soil_0982.jpg,244,154,120,16.25,129.45,244.1,7.85
soil_0983.jpg,186,124,76,26.43,151.35,185.97,4.53
soil_0984.jpg,167,108,87,16.13,122.12,166.87,4.38
soil_0985.jpg,231,160,120,21.97,122.88,230.96,7.64
soil_0986.jpg,207,150,105,26.5,126.07,207.01,6.48
soil_0987.jpg,252,155,108,19.7,145.97,252.03,7.44
soil_0988.jpg,209,142,111,19.08,119.02,208.88,6.17
soil_0989.jpg,197,121,95,15.02,131.62,197.3,5.23
soil_0990.jpg,246,163,119,20.66,131.96,246.06,8.1
soil_0991.jpg,239,161,130,17.07,116.53,239.44,8.0
soil_0992.jpg,248,149,112,16.44,139.79,247.74,7.47
soil_0993.jpg,192,126,85,22.76,141.51,191.85,5.36
soil_0994.jpg,225,135,104,15.41,137.13,224.67,6.95
soil_0995.jpg,197,129,83,24.19,148.43,197.48,5.8
soil_0996.jpg,171,113,85,19.27,128.1,170.93,4.46
soil_0997.jpg,242,169,114,25.58,134.75,242.03,8.59
soil_0998.jpg,187,116,74,22.27,154.19,187.17,4.68
soil_0999.jpg,246,173,114,26.55,136.97,246.33,8.75
soil_1000.jpg,205,143,101,24.57,129.2,204.64,6.23
